Dist区域,BIDS投标数量,WorkDays工期,Length长度,Lanes车道数,ContDays合同日期,ContAmnt合同金额,CPPR承包商绩效评分,CPI消费物价指数,ConstSpndg建设投资支出,PLR基准贷款利率,PPI (2 year lag)生产物价指数,ActualAmnt实际结算金额,Client
1,3,4,1.18,2,120,1030759.33,102,212.366,788332,0.1,205.3,966063.66,Client 3
1,5,16,1.23,2,165,1724000.0,102,212.366,788332,0.1,205.3,1786058.66,Client 3
1,5,26,15.5,1,120,2180576.5,102,212.366,788332,0.1,205.3,2187686.44,Client 3
1,4,13,2.07,4,150,2329984.39,80,193.396,809256,0.18,222.4,2413111.7,Client 3
1,6,3,1.51,4,150,1766637.04,84,193.396,809256,0.18,222.4,1909304.26,Client 3
1,7,3,7.82,2,60,202684.0,87,193.396,809256,0.18,222.4,190656.1,Client 3
1,6,37,2.89,4,160,1286618.0,92,193.396,809256,0.18,222.4,1268537.58,Client 3
1,7,6,4.79,2,150,1790424.54,96,193.396,809256,0.18,222.4,1904883.58,Client 3
1,4,12,0.8,4,125,929836.0,98,193.396,809256,0.18,222.4,888510.85,Client 3
1,4,5,2.51,4,185,2886634.45,98,193.396,809256,0.18,222.4,2879760.06,Client 3
1,4,1,0.74,6,110,1609226.86,98,193.396,809256,0.18,222.4,1614722.46,Client 3
1,8,4,0.6,1,150,3132229.0,98,193.396,809256,0.18,222.4,3324312.86,Client 3
1,4,22,11.24,2,185,1850500.0,98,193.396,809256,0.18,222.4,1895845.38,Client 3
1,3,5,3.56,6,210,2331980.65,100,193.396,809256,0.18,222.4,2397122.12,Client 3
1,4,5,3.12,1,170,3109300.0,104,193.396,809256,0.18,222.4,3177908.61,Client 3
1,4,8,3.92,1,125,1507940.0,104,193.396,809256,0.18,222.4,1589316.29,Client 3
1,6,2,1.58,2,125,1215271.0,104,193.396,809256,0.18,222.4,1220262.04,Client 3
1,4,4,2.64,2,115,1291053.65,104,193.396,809256,0.18,222.4,1352667.48,Client 3
1,1,3,6.46,2,310,371000.0,106,193.396,809256,0.18,222.4,338524.9,Client 3
1,3,11,9.48,5,180,1331950.0,108,193.396,809256,0.18,222.4,1468990.46,Client 3
5,4,26,1.33,1,125,1727202.06,83,163.1,991356,1.35,133.7,1602649.69,Client 3
5,3,37,1.14,1,365,4319527.99,98,163.1,991356,1.35,133.7,5461847.72,Client 3
5,2,22,8.53,4,160,1866886.6,89,173.9,1116811,3.22,136.6,1915700.34,Client 3
5,4,37,0.21,1,143,2540731.77,95,173.9,1116811,3.22,136.6,2666319.36,Client 3
5,4,29,7.45,2,210,3247070.59,95,173.9,1116811,3.22,136.6,3228425.83,Client 3
5,4,8,0.97,2,90,1198001.85,96,173.9,1116811,3.22,136.6,1258599.4,Client 3
5,4,11,9.57,6,75,1329861.44,96,173.9,1116811,3.22,136.6,1141758.88,Client 3
5,2,3,4.81,2,120,1206950.0,97,173.9,1116811,3.22,136.6,1154559.16,Client 3
5,3,4,1.89,2,90,1984141.53,97,173.9,1116811,3.22,136.6,1843975.69,Client 3
5,4,6,0.5,4,150,2679333.61,98,173.9,1116811,3.22,136.6,2505391.34,Client 3
5,5,14,9.51,6,170,2933938.43,98,173.9,1116811,3.22,136.6,2955718.6,Client 3
5,4,166,2.03,2,230,5792937.94,99,173.9,1116811,3.22,136.6,5648623.02,Client 3
5,4,27,13.98,2,250,5740000.0,100,173.9,1116811,3.22,136.6,5872770.64,Client 3
5,2,39,1.19,2,170,2443198.17,102,173.9,1116811,3.22,136.6,2772963.91,Client 3
5,1,10,1.55,2,100,2766488.85,94,180.9,1161282,4.97,148.2,2909705.35,Client 3
5,3,1,1.34,3,90,1471634.23,94,180.9,1161282,4.97,148.2,1361986.14,Client 3
5,4,11,9.0,3,140,2821995.99,96,180.9,1161282,4.97,148.2,2866377.24,Client 3
5,3,10,0.36,1,90,974444.44,98,180.9,1161282,4.97,148.2,1025091.34,Client 3
5,3,52,0.63,2,150,2964136.05,98,180.9,1161282,4.97,148.2,2630126.21,Client 3
5,2,14,1.36,1,115,2823388.83,100,180.9,1161282,4.97,148.2,2919421.69,Client 3
5,4,2,0.29,1,150,5062692.97,100,180.9,1161282,4.97,148.2,4907937.0,Client 3
5,3,9,0.99,3,124,1871687.55,102,180.9,1161282,4.97,148.2,1774351.1,Client 3
5,3,24,0.78,4,180,3221733.92,102,180.9,1161282,4.97,148.2,3232966.02,Client 3
5,4,13,2.98,1,190,3326900.06,102,180.9,1161282,4.97,148.2,3398348.49,Client 3
5,4,10,0.24,1,50,1330573.93,98,184.682,1147951,5.02,166.8,1240540.91,Client 3
5,4,24,0.8,1,90,2048535.0,98,184.682,1147951,5.02,166.8,2022298.66,Client 3
5,6,72,1.57,1,110,2059045.53,98,184.682,1147951,5.02,166.8,1905545.54,Client 3
5,4,19,4.51,1,90,3066778.0,98,184.682,1147951,5.02,166.8,3150490.04,Client 3
5,3,14,3.49,1,110,3113676.14,98,184.682,1147951,5.02,166.8,2996375.04,Client 3
5,5,52,2.5,1,180,2397198.35,98,184.682,1147951,5.02,166.8,2400178.94,Client 3
5,6,3,1.31,1,90,1068000.0,98,184.682,1147951,5.02,166.8,1074533.32,Client 3
5,6,8,3.24,1,90,1485863.3,100,184.682,1147951,5.02,166.8,1433368.8,Client 3
5,4,22,1.46,1,256,4626310.42,102,184.682,1147951,5.02,166.8,4841587.04,Client 3
5,6,30,6.32,1,250,4173923.64,102,184.682,1147951,5.02,166.8,4575446.94,Client 3
5,7,22,4.08,1,210,4844827.19,104,184.682,1147951,5.02,166.8,5139396.17,Client 3
5,4,21,0.68,1,100,2055267.85,52,195.549,1077350,1.92,184.8,2482615.14,Client 3
5,8,16,2.02,1,110,2085085.85,93,195.549,1077350,1.92,184.8,2537225.04,Client 3
5,6,18,1.1,2,150,4291517.53,93,195.549,1077350,1.92,184.8,3673694.15,Client 3
5,3,11,7.67,1,90,1589054.05,98,195.549,1077350,1.92,184.8,1663535.5,Client 3
5,5,13,0.67,6,100,1939128.29,98,195.549,1077350,1.92,184.8,1992270.13,Client 3
5,6,32,0.05,1,160,5321563.94,98,195.549,1077350,1.92,184.8,3925899.14,Client 3
5,1,23,1.64,4,224,5775253.0,98,195.549,1077350,1.92,184.8,4926997.32,Client 3
5,6,24,3.94,4,160,4925218.25,98,195.549,1077350,1.92,184.8,4005607.06,Client 3
5,5,19,7.87,2,60,473000.0,98,195.549,1077350,1.92,184.8,373682.8,Client 3
5,8,21,6.2,2,140,4427872.06,98,195.549,1077350,1.92,184.8,3211082.43,Client 3
5,4,6,0.23,4,120,3310750.0,98,195.549,1077350,1.92,184.8,2775834.43,Client 3
5,5,45,7.01,4,150,2927419.09,98,195.549,1077350,1.92,184.8,2974586.16,Client 3
5,5,9,8.74,2,90,1849059.77,100,195.549,1077350,1.92,184.8,1737958.43,Client 3
5,5,13,3.73,4,80,1146890.97,100,195.549,1077350,1.92,184.8,992452.19,Client 3
5,5,7,1.91,2,90,2029006.41,101,195.549,1077350,1.92,184.8,1600970.63,Client 3
5,3,21,3.12,6,100,1846000.0,102,195.549,1077350,1.92,184.8,1736517.2,Client 3
5,5,13,3.31,1,90,958958.0,104,195.549,1077350,1.92,184.8,974234.89,Client 3
5,4,3,3.88,4,120,831000.0,104,195.549,1077350,1.92,184.8,753031.21,Client 3
5,2,4,1.29,2,140,2517285.15,108,195.549,1077350,1.92,184.8,2150285.11,Client 3
5,5,62,2.16,1,140,1542640.56,90,179.252,906543,0.16,195.5,1597415.79,Client 3
5,4,37,8.37,4,160,2890228.67,92,179.252,906543,0.16,195.5,3034105.74,Client 3
5,6,12,2.24,4,100,1163634.14,94,179.252,906543,0.16,195.5,1407411.23,Client 3
5,5,40,1.15,2,140,2884000.0,96,179.252,906543,0.16,195.5,3094049.39,Client 3
5,6,10,3.38,4,70,294843.45,97,179.252,906543,0.16,195.5,334341.69,Client 3
5,3,9,2.17,1,80,847000.0,97,179.252,906543,0.16,195.5,877594.02,Client 3
5,7,8,5.28,2,100,1484444.44,98,179.252,906543,0.16,195.5,1625796.32,Client 3
5,4,87,1.0,4,100,2014721.3,98,179.252,906543,0.16,195.5,1955383.45,Client 3
5,5,2,1.48,2,70,444061.24,98,179.252,906543,0.16,195.5,391839.99,Client 3
5,4,45,1.0,2,160,2277388.82,98,179.252,906543,0.16,195.5,2345862.75,Client 3
5,4,7,4.69,4,80,786632.8,98,179.252,906543,0.16,195.5,733309.35,Client 3
5,4,35,2.14,1,90,746808.33,98,179.252,906543,0.16,195.5,919031.36,Client 3
5,4,11,1.3,1,100,1264444.44,98,179.252,906543,0.16,195.5,1288469.73,Client 3
5,4,16,0.12,4,105,3213506.6,98,179.252,906543,0.16,195.5,3523608.19,Client 3
5,4,14,0.64,1,150,2063517.44,98,179.252,906543,0.16,195.5,2105372.54,Client 3
5,5,57,1.15,4,190,2951280.45,100,179.252,906543,0.16,195.5,3046872.47,Client 3
5,4,81,3.25,2,190,1794000.0,100,179.252,906543,0.16,195.5,2086479.69,Client 3
5,5,30,0.84,1,190,4064000.0,100,179.252,906543,0.16,195.5,4211601.36,Client 3
5,5,24,1.62,2,90,922360.0,102,179.252,906543,0.16,195.5,860496.61,Client 3
5,7,21,4.92,2,90,1044305.0,104,179.252,906543,0.16,195.5,937672.35,Client 3
5,7,10,0.5,2,160,3494444.44,104,179.252,906543,0.16,195.5,3666142.13,Client 3
5,6,25,2.69,2,135,1274754.34,91,212.366,788332,0.1,205.3,1214091.84,Client 3
5,4,57,1.9,2,185,3149343.04,94,212.366,788332,0.1,205.3,3168987.01,Client 3
5,3,14,1.21,4,120,2344444.44,96,212.366,788332,0.1,205.3,2499235.66,Client 3
5,5,23,0.75,2,140,2693900.0,97,212.366,788332,0.1,205.3,2852858.25,Client 3
5,4,16,6.49,2,170,1773791.1,98,212.366,788332,0.1,205.3,1767558.44,Client 3
5,6,12,6.58,2,130,2356593.36,98,212.366,788332,0.1,205.3,2454222.47,Client 3
5,5,21,0.0,6,100,1792465.99,98,212.366,788332,0.1,205.3,1796635.95,Client 3
5,5,21,0.0,2,230,2611072.58,98,212.366,788332,0.1,205.3,2751837.78,Client 3
5,6,9,3.09,2,160,1839428.21,104,212.366,788332,0.1,205.3,1876585.05,Client 3
5,5,33,2.9,2,240,3448898.97,83,193.396,809256,0.18,222.4,3674503.49,Client 3
5,7,37,1.18,1,100,2504978.82,90,193.396,809256,0.18,222.4,2380972.7,Client 3
5,4,17,1.01,2,190,2483611.85,96,193.396,809256,0.18,222.4,2653350.48,Client 3
5,4,31,2.0,2,140,3752098.0,97,193.396,809256,0.18,222.4,3756520.89,Client 3
5,6,35,0.64,1,210,2530000.0,98,193.396,809256,0.18,222.4,2603045.03,Client 3
5,5,8,0.33,1,120,1961986.2,98,193.396,809256,0.18,222.4,1920086.46,Client 3
5,6,2,0.76,1,70,290000.0,98,193.396,809256,0.18,222.4,275882.72,Client 3
5,4,12,0.0,1,90,1179595.0,98,193.396,809256,0.18,222.4,1144034.01,Client 3
5,6,31,2.71,2,40,382670.0,98,193.396,809256,0.18,222.4,368326.33,Client 3
5,4,11,0.81,1,130,2129308.25,98,193.396,809256,0.18,222.4,2356564.28,Client 3
5,6,63,0.66,2,120,2273353.55,98,193.396,809256,0.18,222.4,2486817.56,Client 3
5,5,18,1.48,2,140,1521591.7,98,193.396,809256,0.18,222.4,1647679.04,Client 3
5,7,13,0.22,1,175,2653783.38,100,193.396,809256,0.18,222.4,2687667.42,Client 3
5,4,21,0.78,1,110,1448886.0,100,193.396,809256,0.18,222.4,1463831.32,Client 3
